task,reef/step,reef/run_step,reef/outcome,rollout/rewards,rollout/kl,rollout/response_lengths,rollout/truncated,train/importance_ratio,train/grad_norm,train/ppo_kl,perf/step_time,perf/train_time,perf/train_wait_time,perf/wait_time_ratio,perf/actor_train_tok_per_s
packing26,29,28,committed,1.669477669769171,0.0005957194953225553,11424.220703125,0,1.000043272972107,67595.15816979793,0.0049264575354754925,2253.863882303238,963.2143635749817,1290.6495187282562,0.5726386268763193,8516.140513885504
packing26,30,29,committed,1.562988043155687,0.000650653790216893,11182.447265625,0,0.9999462366104126,59743.070158805866,0.006001415196806192,1965.267894268036,960.4431388378143,1004.8247554302216,0.5112914928091615,8393.181860068222
packing26,31,30,committed,1.63684327361533,0.0006076357094570994,11562.4765625,0,1.0000336170196533,56173.51632219582,0.0067338100634515285,2339.4081127643585,991.5587587356567,1347.8493540287018,0.5761497306410626,8362.78479652609
packing26,32,31,committed,1.4340391675838489,0.0006177533650770783,11432.45703125,0,0.9999774098396301,64999.15076368306,0.008200148120522499,2281.632572889328,966.6028838157654,1315.0296890735626,0.5763547140319288,8486.966069991011
packing26,33,32,committed,1.3426558612201527,0.0006049989606253803,11670.087890625,0,1.0000020265579224,56832.06306302807,0.009344128891825676,2445.802540540695,991.508531332016,1454.2940092086792,0.5946081031084289,8419.020620833971
packing26,34,33,committed,1.158483887571774,0.0006122919730842113,11312.568359375,0,1.0000052452087402,71814.85172302453,0.011083897203207016,2334.8205721378326,959.7609529495239,1375.0596191883087,0.5889358846659735,8452.680832225258
packing26,35,34,committed,1.099611502192697,0.0006061210297048092,11259.580078125,0,1.0000978708267212,67839.66037650837,0.013043604791164398,2337.645804643631,954.2925779819489,1383.3532266616821,0.5917719544653478,8460.460310054452
packing26,36,35,committed,1.3114427496674885,0.0006513668922707438,11317.62890625,0,0.9998982548713684,60387.33430115954,0.014294483698904514,2368.6404886245728,959.1618402004242,1409.4786484241486,0.5950580745339735,8463.01185710829
packing26,37,36,committed,1.284554638485662,0.0006169184925965965,11315.576171875,0,0.999966561794281,63968.062030985435,0.015699714422225952,2163.6434710025787,971.1028864383698,1192.540584564209,0.5511724092008631,8396.890378702923
packing26,38,37,committed,1.009969050389013,0.0006119704339653254,11272.736328125,0,1.0000648498535156,67153.72501954006,0.017290357500314713,2209.8931946754456,955.4396262168884,1254.4535684585571,0.5676534827479712,8483.656041618207
packing26,39,38,committed,1.1867289714970766,0.0006394649972207844,11148.88671875,0,0.9999620318412781,74727.21506921023,0.0196436308324337,2330.0121932029724,944.0147776603699,1385.9974155426025,0.5948455632918077,8500.954867982273
packing26,40,39,committed,1.0884722886712768,0.0006419847486540675,11155.228515625,0,0.99983149766922,64656.72852843701,0.02133181504905224,2208.3026688098907,946.6843128204346,1261.6183559894562,0.5713068112485566,8491.294997843455
packing26,41,40,committed,1.0443634252499843,0.0006559501634910703,11213.455078125,0,0.9998037219047546,66896.3118863813,0.02299877069890499,2330.7233242988586,952.6268002986908,1378.0965240001678,0.5912741806944136,8514.429706479239
packing26,42,41,committed,1.1115683926787827,0.0006245903205126524,11208.076171875,0,0.9996688961982727,69882.78735139291,0.025873620063066483,2287.3108007907867,945.6178133487701,1341.6929874420166,0.5865809696601599,8579.363655013298
packing26,43,42,committed,1.0011654351108228,0.0006440588622353971,11125.134765625,0,0.9997537136077881,85336.53660654386,0.02705097757279873,2239.629390001297,939.649409532547,1299.97998046875,0.5804442405839285,8548.09099776378
packing26,44,43,committed,1.1346086654619243,0.0006140481564216316,10927.6875,0,1.000250220298767,75601.32570266211,0.031199969351291656,2184.2593336105347,923.0483136177063,1261.2110199928284,0.57740901026989,8582.075778028853
packing26,45,44,committed,1.0110199660761372,0.0006044672918505967,11342.00390625,0,0.9997803568840027,78453.56537468517,0.03253765404224396,2318.8458728790283,972.6617751121521,1346.1840977668762,0.5805405669741575,8444.356310967461
packing26,46,45,committed,1.2049617851575967,0.0006502176402136683,11324.826171875,0,1.0001474618911743,123108.12990213116,0.03581247106194496,2338.515384912491,960.0968751907349,1378.418509721756,0.5894417110167259,8497.734986489566
packing26,47,46,committed,0.9990335045286349,0.0006452485104091465,11348.091796875,0,1.0005443096160889,132197.2790037677,0.03865066543221474,2334.9244537353516,972.837671995163,1362.0867817401886,0.5833536839109109,8397.156924109811
packing26,48,47,committed,1.0732202964779045,0.0006292326143011451,11410.787109375,0,0.999942421913147,123806.75109217591,0.04368472844362259,2255.768898963928,968.7900145053864,1286.9788844585419,0.5705278076356357,8464.041659216335
packing26,49,48,committed,0.9858068970644184,0.0006144907092675567,11032.70703125,0,1.0022554397583008,93553.62406662822,0.04760822653770447,2065.4569664001465,946.7222936153412,1118.7346727848053,0.5416402718545286,8453.974336817739
packing26,50,49,committed,1.1291301088288839,0.0006320154061540961,11308.689453125,0,1.0024052858352661,126303.29870593247,0.04905129596590996,2131.2224736213684,955.1367557048798,1176.0857179164886,0.551836203152497,8511.334254621572
packing32,1,0,committed,0.6612709780115335,0.000696240400429815,12990.8515625,0,1.0000152587890625,76150.02287589939,0.0007019277545623481,2323.118480682373,961.780603647232,1361.337877035141,0.5859958880079474,8493.794223364415
packing32,2,1,committed,0.7232335379518271,0.0007819563616067171,9993.4921875,0,1.0000079870224,84281.64896346061,0.0007590057794004679,1924.6159090995789,827.0810074806213,1097.5349016189575,0.5702617838862369,8550.087227314123
packing32,3,2,committed,0.8586692759156402,0.0010259157279506326,9933.78515625,0,0.9999753832817078,78426.71218405117,0.0008068840834312141,2006.3965575695038,806.6970427036285,1199.6995148658752,0.59793738697357,8778.738242393567
packing32,4,3,committed,1.196744775330979,0.0012575516011565924,9913.17578125,0,1.0000170469284058,79872.69230469197,0.000745753466617316,1950.6333606243134,812.726758480072,1137.9066021442413,0.5833523742155454,8835.659171399397
packing32,5,4,committed,1.2888044717827571,0.001330826198682189,9484.015625,0,0.999971330165863,55945.729131006956,0.0007843252387829125,1979.200951576233,764.8582692146301,1214.3426823616028,0.6135519899555939,9188.420015599939
packing32,6,5,committed,1.2310489034384613,0.0014713675482198596,9532.533203125,0,0.9999933242797852,109184.56271836234,0.0007362316246144474,2038.8688497543335,771.3957316875458,1267.4731180667877,0.6216550506519866,9121.617906003718
packing32,7,6,committed,1.4856229042970253,0.001696013961918652,9660.6640625,0,1.000011682510376,66467.36245707363,0.0006958695012144744,2075.5021588802338,792.2278447151184,1283.2743141651154,0.6182958223746017,8961.037442569923
packing32,8,7,committed,1.557988357703693,0.0019875511061400175,9588.271484375,0,0.9999839663505554,54416.37400635952,0.0007174470811150968,2158.840785264969,789.9418749809265,1368.8989102840424,0.634089794683969,8958.527658941945
packing32,9,8,committed,1.5726935595918436,0.001957688946276903,9701.255859375,0,0.9999945163726807,56996.32324983779,0.0006766848382540047,2204.2936413288116,816.695383310318,1387.5982580184937,0.629497918064133,8892.211551760465
packing32,10,9,committed,1.5471659577015722,0.001945527154020965,9436.27734375,0,0.9999839663505554,55867.179631694315,0.0006708604050800204,2042.3771245479584,827.9438569545746,1214.4332675933838,0.5946175429585149,8763.98306086324
packing32,11,10,committed,1.4583579622428053,0.0019135131733492017,9084.0859375,0,0.9999912977218628,54422.28719927159,0.000660122255794704,2140.532737970352,823.6212122440338,1316.9115257263184,0.6152260614219853,8858.016055100232
packing32,12,11,committed,1.5143747848425073,0.0019621283281594515,9130.072265625,0,0.9999710321426392,54307.54496384457,0.000673905189614743,2209.73436999321,834.2285616397858,1375.505808353424,0.6224756364529239,8730.956845819208
packing32,13,12,committed,1.383704483104695,0.0019083512015640736,9153.30859375,0,0.9999837875366211,57377.1689786103,0.000650816538836807,2118.04904460907,862.6336536407471,1255.4153909683228,0.5927225312197791,8682.699642573767
packing32,14,13,committed,1.689532775754358,0.001893150038085878,9431.966796875,0,0.9999885559082031,52691.121680981516,0.0006284149130806327,2282.6309037208557,872.3093638420105,1410.3215398788452,0.6178491395958574,8613.051479193216
packing32,15,14,committed,1.7085519897333403,0.0019005433423444629,9297.5390625,0,1.0000054836273193,49337.929587691455,0.0006146107334643602,2228.9044840335846,845.3982365131378,1383.5062475204468,0.6207113213827608,8899.561053285546
packing32,16,15,committed,1.6492756646343816,0.0019562258385121822,9301.744140625,0,1.000004768371582,51600.27038688848,0.0006224276730790734,2275.2393040657043,881.8399052619934,1393.399398803711,0.612418832741592,8667.929714698497
packing32,17,16,committed,1.7631415855456274,0.00198570778593421,9394.640625,0,0.9999935626983643,47474.48864390221,0.0006206668331287801,2379.4333295822144,901.1523759365082,1478.2809536457062,0.6212743745609656,8711.781468513627
packing32,18,17,committed,1.731456726602502,0.0019769042264670134,9603.755859375,0,0.9999620914459229,53847.333824433685,0.0006354567012749612,2393.057689189911,956.0546443462372,1437.0030448436737,0.6004882587390205,8557.988611609908
packing32,19,18,committed,1.6670641773510884,0.0020386765245348215,9522.796875,0,1.0000125169754028,52647.13143182637,0.0005866633146069944,2373.7936532497406,937.8947772979736,1435.898875951767,0.6048962486634047,8708.93648650444
packing32,20,19,committed,1.4963609799979118,0.0020314205903559923,9289.07421875,0,1.0000019073486328,50553.8224074105,0.0005937209352850914,2343.7026250362396,899.8480131626129,1443.8546118736267,0.6160570869571395,8732.466563673539
packing32,21,20,committed,0.6829196701412684,0.0005854704068042338,8796.125,0,0.9999946355819702,59293.46783584175,0.0023091903422027826,2272.257271051407,918.5512623786926,1353.7060086727142,0.5957538461506757,8682.730636663953
packing32,22,21,committed,0.7640412598422001,0.0006220546783879399,8959.708984375,0,1.0000340938568115,59489.81600240499,0.0023131303023546934,4748.560009479523,901.6316046714783,3846.9284048080444,0.8101252584211727,8751.355575528056
packing32,23,22,committed,0.7325476436254239,0.0005860997480340302,8985.08984375,0,1.0000219345092773,57635.0204649916,0.0025463455822318792,2138.8226964473724,850.7560937404633,1288.0666027069092,0.6022315944404432,8889.070120919709
packing32,24,23,committed,0.6159094931229384,0.0006252225721254945,9136.73046875,0,0.999980628490448,65983.85257015537,0.0025820843875408173,2339.3368570804596,919.4005582332611,1419.9362988471985,0.6069823995417694,8716.676447831838
packing32,25,24,committed,0.539318329765702,0.000600356375798583,8944.224609375,0,1.0000028610229492,68928.75022804346,0.0031509113032370806,2290.2212822437286,891.0420417785645,1399.1792404651642,0.6109362668634312,8878.482127130826
packing32,26,25,committed,0.604180882726579,0.000660080520901829,8824.521484375,0,1.0000466108322144,68402.83502896645,0.003808220149949193,2151.618348121643,847.8296427726746,1303.7887053489685,0.6059572351607675,8967.107552063771
packing32,27,26,committed,0.8208924837181584,0.0006169052212499082,8795.900390625,0,0.9999186992645264,79777.03328652927,0.004584264010190964,2278.303153038025,931.2037260532379,1347.099426984787,0.5912731258737384,8767.199584575028
packing32,28,27,committed,0.7612846148092937,0.0006279066437855363,8857.30078125,0,1.000040888786316,63215.88053646014,0.0052436841651797295,2113.837111711502,845.0874648094177,1268.7496469020844,0.600211643495473,8867.10872495335
packing32,29,28,committed,0.8744024072705782,0.0005912165506742895,8946.43359375,0,0.9999092817306519,59135.09956024425,0.006366746965795755,2223.3704166412354,883.1319336891174,1340.238482952118,0.602795860249309,8865.256437897402
packing32,30,29,committed,0.6843307934779235,0.000626171997282654,8909.322265625,0,0.9999666213989258,71327.81336897971,0.007514281664043665,2085.9881539344788,828.7459001541138,1257.242253780365,0.6027082423306298,8903.648071019721
packing32,31,30,committed,0.7342572963379209,0.0006032118108123541,9000.267578125,0,0.9999998807907104,65310.59283148485,0.009572455659508705,2247.780175924301,911.35493683815,1336.4252390861511,0.594553352414279,8725.934658711774
packing32,32,31,committed,0.768060205415235,0.0005731547134928405,8857.181640625,0,0.9998315572738647,72735.6339630033,0.011563505046069622,2153.5196256637573,875.8994326591492,1277.6201930046082,0.5932707451462488,8764.805528579414
packing32,33,32,committed,0.6832607052504034,0.0005947803147137165,8817.958984375,0,0.9997432827949524,99235.307265106,0.01387782208621502,2479.467116355896,914.1343562602997,1565.3327600955963,0.631318217438667,8678.976290631119
packing32,34,33,committed,0.8307442500170129,0.0006272051832638681,8844.021484375,0,0.999757707118988,96748.51655710283,0.016665557399392128,1998.7529771327972,857.0832142829895,1141.6697628498077,0.5711910255601111,8854.489875811365
packing32,35,34,committed,0.5721474184532632,0.000607225694693625,8891.142578125,0,0.9999557137489319,176030.4962669821,0.019907990470528603,2112.623372077942,852.4963352680206,1260.1270368099213,0.5964750051830019,8875.90331571858
packing32,36,35,committed,0.6558920734355758,0.0006167530082166195,9007.87109375,0,0.9997137784957886,94013.69091786578,0.02403305657207966,2100.221308708191,876.84543633461,1223.375872373581,0.5824985525578054,8813.26841782698
packing32,37,36,committed,0.6624935625841114,0.0006029318319633603,9045.005859375,0,1.0005440711975098,172320.67446478963,0.027583906427025795,2306.5646347999573,862.8993136882782,1443.665321111679,0.6258941541592155,8897.885576542274
packing32,38,37,committed,0.8724927834699889,0.0006054741679690778,8660.904296875,0,1.0000262260437012,85390.52350231845,0.02823612466454506,2131.5090095996857,846.0101606845856,1285.4988489151,0.60309332173854,8900.368988711734
packing32,39,38,committed,0.7585203823277641,0.0006065546185709536,8745.115234375,0,0.9995790123939514,74267.72930418703,0.030716408044099808,2172.349234342575,866.2830381393433,1306.0661962032318,0.6012229413004538,8913.751886041116
packing32,40,39,committed,1.1121235648632173,0.0005963107687421143,8852.2421875,0,0.9996597766876221,78762.76561929501,0.032652173191308975,2190.110652923584,871.6091537475586,1318.5014991760254,0.6020250608871998,8788.908561497907
packing32,41,40,committed,0.7174504428264301,0.0006420958670787513,8759.474609375,0,0.9991724491119385,79814.81286077165,0.03578871488571167,2327.595613718033,839.4900243282318,1488.105589389801,0.6393316693928396,8931.096337577628
packing32,42,41,committed,0.8564817199351221,0.0005608830251730978,8889.34375,0,0.9994435906410217,285368.8592961748,0.03346458449959755,2363.060524702072,912.5995876789093,1450.4609370231628,0.6138060882744562,8779.609489383669
packing32,43,42,committed,0.8485484200918473,0.0005846172571182251,8559.9453125,0,0.9996176362037659,101079.7590816282,0.04002879559993744,2176.212484359741,904.5691330432892,1271.643351316452,0.5843378624356066,8812.470892992087
packing32,44,43,committed,0.490173360344239,0.0006446714396588504,8911.5546875,0,0.9992292523384094,124737.97843479748,0.04154862463474274,2294.8218805789948,854.856870174408,1439.9650104045868,0.6274844346704924,8885.991473624867
packing32,45,44,committed,0.6156133747473066,0.0006084126071073115,8852.162109375,0,0.9992077946662903,131748.99383297013,0.041584864258766174,2289.400186061859,894.0456018447876,1395.3545842170715,0.6094847867629942,8822.509542509795
packing32,46,45,committed,0.8660701351412896,0.0006404233863577247,8972.197265625,0,1.0024298429489136,425366.1673429141,0.0454474575817585,2284.922566652298,891.6273760795593,1393.2951905727386,0.6097778589556727,8778.52075561269
packing32,47,46,committed,0.8227241155577395,0.0006063212058506906,8691.900390625,0,0.9993863105773926,132555.82757464872,0.042653217911720276,2135.0322954654694,847.2633190155029,1287.7689764499664,0.6031613569429465,8863.508621986855
packing32,48,47,committed,0.7419029254095344,0.0005811915034428239,8629.892578125,0,0.999755859375,185886.30056031563,0.04753677546977997,2114.42072558403,851.104953289032,1263.3157722949982,0.5974760637791489,8912.097592392802
packing32,49,48,committed,0.9349487191863796,0.0006208617705851793,8706.44140625,0,1.000201940536499,163188.6552919657,0.04526137188076973,2153.263602256775,868.2378182411194,1285.0257840156555,0.5967805254632346,8907.046566593344
packing32,50,49,committed,0.9263579859181464,0.0005950747290626168,8454.728515625,0,0.9990348219871521,86813.86211890356,0.04301542416214943,2071.9970438480377,843.1810822486877,1228.81596159935,0.5930587426501525,8816.66737983716
